date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,sqft_above,yr_built,airconditioning,basement,city,statezip,country
5/12/2014 0:00,410000,3,2.25,2200,16921,2,0,0,2200,1987,no,no,Maple Valley,WA 98038,USA
5/12/2014 0:00,360000,4,2,1730,5500,1,0,0,1010,1943,no,no,Seattle,WA 98106,USA
5/12/2014 0:00,1015000,3,2.5,2920,34527,1,0,4,1800,1954,no,yes,Seattle,WA 98116,USA
5/12/2014 0:00,225000,3,1,990,8012,1,0,0,990,1966,no,no,Renton,WA 98058,USA
5/12/2014 0:00,647000,4,2.5,3040,6887,2,0,0,3040,1999,no,no,Sammamish,WA 98074,USA
5/12/2014 0:00,950000,5,3,4530,258746,1.5,0,0,3200,2003,no,no,Woodinville,WA 98077,USA
5/12/2014 0:00,185000,3,1.5,1370,8470,1,0,0,1370,1961,no,no,Auburn,WA 98092,USA
5/12/2014 0:00,335000,3,2.5,1940,4927,2,0,0,1940,2004,no,no,Renton,WA 98058,USA
5/12/2014 0:00,210000,3,2.5,1040,2643,2,0,0,720,2004,no,no,Seattle,WA 98118,USA
5/12/2014 0:00,522000,4,2.25,1800,8623,1,0,0,1360,1980,no,no,Kirkland,WA 98033,USA
5/12/2014 0:00,770000,3,1.75,1720,5000,1,0,0,1720,1954,no,no,Seattle,WA 98122,USA
5/12/2014 0:00,499950,3,1,980,6380,1,0,0,760,1941,no,no,Seattle,WA 98115,USA
5/12/2014 0:00,751000,4,2.5,3110,6142,2,0,0,3110,2004,no,no,Redmond,WA 98052,USA
5/12/2014 0:00,330000,5,3,2100,7715,1,0,0,1250,2013,no,no,Burien,WA 98168,USA
5/12/2014 0:00,465000,3,1.5,2020,11358,1,0,0,1190,1956,yes,no,Kirkland,WA 98033,USA
5/12/2014 0:00,850000,4,1.75,2350,11914,1,0,0,2350,1961,yes,no,Mercer Island,WA 98040,USA
5/12/2014 0:00,947500,4,2.25,3290,12329,1.5,0,0,3290,1968,no,no,Mercer Island,WA 98040,USA
5/12/2014 0:00,302000,5,2.25,2180,7813,2,0,0,2180,1986,no,no,Maple Valley,WA 98038,USA
5/12/2014 0:00,500000,2,2.25,1290,1334,3,0,0,1290,2007,no,no,Seattle,WA 98107,USA
5/12/2014 0:00,201000,3,1,1460,9750,1,0,0,1460,1969,no,yes,Kent,WA 98042,USA
5/12/2014 0:00,265000,2,1,1290,2828,2,0,0,1290,2008,no,no,Redmond,WA 98053,USA
5/12/2014 0:00,870300,4,2.5,2350,3150,1.5,0,0,1690,1910,no,no,Seattle,WA 98103,USA
5/12/2014 0:00,339000,3,1,1080,8100,1,0,0,1080,1955,no,no,Shoreline,WA 98155,USA
5/12/2014 0:00,690000,4,2.5,2670,13463,2,0,0,2670,1989,no,no,Issaquah,WA 98029,USA
5/12/2014 0:00,788000,4,3.25,3680,5759,2,0,0,2840,2003,no,no,Issaquah,WA 98027,USA
5/12/2014 0:00,315275,3,1.75,1440,8040,1,0,0,960,1951,no,yes,Seattle,WA 98125,USA
5/12/2014 0:00,505000,4,1.75,1940,4800,1,0,0,1030,1922,no,no,Seattle,WA 98122,USA
5/12/2014 0:00,368000,3,1,1280,9898,1,0,0,1280,1968,no,no,Woodinville,WA 98072,USA
5/12/2014 0:00,947500,3,2.75,2980,27144,1.5,1,2,2180,1917,no,no,Burien,WA 98166,USA
5/12/2014 0:00,156000,3,1,970,8580,1,0,0,970,1959,no,no,Federal Way,WA 98003,USA
5/12/2014 0:00,610000,4,3,2110,5000,1.5,0,2,1640,1930,no,no,Seattle,WA 98136,USA
5/12/2014 0:00,420000,2,2.5,1480,1369,3,0,0,1480,2009,no,no,Redmond,WA 98052,USA
5/12/2014 0:00,192000,2,1,700,10540,1,0,0,700,1953,no,no,Normandy Park,WA 98166,USA
5/12/2014 0:00,910000,3,2,2700,6120,1,0,0,1350,1962,no,no,Seattle,WA 98115,USA
5/12/2014 0:00,1300000,4,3.25,2330,9687,2,0,3,2330,1918,no,no,Seattle,WA 98112,USA
5/12/2014 0:00,1346400,5,1.75,3380,20021,1,0,0,1690,1963,no,no,Clyde Hill,WA 98004,USA
5/12/2014 0:00,840000,4,2.75,2600,2750,1.5,0,0,1620,1936,no,no,Seattle,WA 98109,USA
5/12/2014 0:00,300000,2,1.75,1360,8100,1,0,0,860,1975,no,yes,Seattle,WA 98177,USA
5/12/2014 0:00,505000,4,2.5,2780,6369,1,0,0,1590,1978,no,no,Kirkland,WA 98034,USA
5/12/2014 0:00,110000,3,1,1250,53143,1,0,0,1250,1945,no,yes,Maple Valley,WA 98038,USA
5/12/2014 0:00,746000,3,2.5,2620,8950,2,0,0,2620,1992,no,no,Bellevue,WA 98006,USA
5/12/2014 0:00,211000,3,1.5,1350,7620,1,0,0,1350,1941,yes,no,Burien,WA 98166,USA
5/12/2014 0:00,675000,4,3,2400,3340,1,0,0,1200,1964,no,no,Seattle,WA 98107,USA
5/12/2014 0:00,734200,4,2.5,2760,5000,1.5,0,0,1680,1928,no,no,Seattle,WA 98107,USA
5/12/2014 0:00,1225000,4,2.25,3070,16028,1,0,3,1870,1976,no,no,Mercer Island,WA 98040,USA
5/12/2014 0:00,615000,2,1.75,2040,28593,1.5,1,3,2040,1919,no,no,Vashon,WA 98070,USA
5/12/2014 0:00,630000,4,2,1770,6000,2,0,0,1770,1911,no,no,Seattle,WA 98199,USA
5/12/2014 0:00,1264000,4,3.75,3490,9170,2,0,0,3490,2012,no,no,Bellevue,WA 98004,USA
5/12/2014 0:00,301500,2,1.5,830,1333,2,0,0,830,2005,no,no,Seattle,WA 98136,USA
5/12/2014 0:00,369000,2,2.5,980,895,2,0,0,670,2009,no,no,Seattle,WA 98116,USA
5/12/2014 0:00,635000,3,2.5,1570,1433,3,0,0,1570,2010,no,yes,Seattle,WA 98103,USA
5/12/2014 0:00,1033888,4,3.25,3270,5187,2,0,0,3110,2014,no,no,Redmond,WA 98052,USA
5/12/2014 0:00,383000,4,2.5,2160,6223,2,0,0,2160,2010,no,no,Maple Valley,WA 98038,USA
5/12/2014 0:00,1050000,4,3.75,3280,11000,2,0,0,2320,2008,no,no,Kirkland,WA 98033,USA
5/13/2014 0:00,455000,4,2.5,3360,7685,2,0,0,3360,2001,no,no,Renton,WA 98058,USA
